Lead ID,Prospect ID,Conversion Status,Lead Source,Product Category,Region,Customer Segment,Date,Sales
691,791,Converted,Dealer 3, Home Automation,East,Retail,23-06-2022,1.728
692,792,Not Converted,Dealer 6,Cabels ,South,Enterprise,25-12-2022,13.4
693,793,Not Converted,Dealer 1,Electrical fans,East,Small Business,24-09-2019,968.744
694,794,Not Converted,Dealer 4,Cabels ,East,Individual,29-03-2019,437.472
695,795,Converted,Dealer 2,MCBs,Central,Individual,01-10-2019,271.96
696,796,Converted,Dealer 2,Cabels ,West,Wholesale,30-05-2022,249.584
697,797,Not Converted,Dealer 4,Cabels ,North,Retail,28-03-2019,222.352
698,798,Converted,Dealer 6,Electrical fans,Central,Small Business,15-02-2022,13.376
699,799,Not Converted,Dealer 2,MCBs,South,Small Business,28-08-2022,12.957
700,800,Converted,Dealer 3,Electrical fans,North,Retail,24-07-2022,273.92
701,801,Converted,Dealer 2,MCBs,West,Wholesale,03-12-2019,19.04
702,802,Converted,Dealer 1,MCBs,Central,Wholesale,18-01-2019,4.356
703,803,Not Converted,Dealer 1,MCBs,East,Retail,09-06-2022,1424.9
704,804,Converted,Dealer 4,Electrical fans,South,Individual,29-03-2022,679.96
705,805,Converted,Dealer 6,MCBs,Central,Individual,26-04-2022,321.568
706,806,Converted,Dealer 6,Modular Switches,Central,Small Business,25-02-2022,1029.95
707,807,Converted,Dealer 2,Modular Switches,North,Retail,06-09-2022,458.43
708,808,Not Converted,Dealer 6, Home Automation,South,Individual,28-09-2019,387.136
709,809,Not Converted,Dealer 6,Modular Switches,South,Wholesale,01-06-2022,363.92
710,810,Not Converted,Dealer 2, Home Automation,South,Retail,22-10-2022,300.768
711,811,Converted,Dealer 1,Modular Switches,North,Small Business,15-01-2022,209.6
712,812,Not Converted,Dealer 3,Electrical fans,South,Individual,18-12-2022,122.688
713,813,Not Converted,Dealer 4, Home Automation,North,Individual,12-12-2019,119.96
714,814,Not Converted,Dealer 1,Cabels ,East,Wholesale,24-04-2022,119.8
715,815,Not Converted,Dealer 6,Cabels ,North,Individual,09-11-2022,83.42
716,816,Not Converted,Dealer 6,Modular Switches,West,Individual,06-04-2019,73.536
717,817,Not Converted,Dealer 2,Cabels ,South,Wholesale,28-04-2019,35.808
718,818,Converted,Dealer 4,Modular Switches,West,Wholesale,24-01-2022,5.872
719,819,Converted,Dealer 3,Modular Switches,West,Small Business,06-12-2022,383.952
720,820,Not Converted,Dealer 2,Cabels ,East,Retail,03-08-2022,383.64
721,821,Not Converted,Dealer 2,Cabels ,Central,Individual,05-07-2019,249.95
722,822,Not Converted,Dealer 3,MCBs,East,Individual,05-08-2022,60.35
723,823,Converted,Dealer 3, Home Automation,North,Wholesale,28-07-2022,56.52
724,824,Converted,Dealer 6,Modular Switches,North,Small Business,14-07-2019,18.693
725,825,Converted,Dealer 2,Cabels ,South,Individual,20-06-2019,6.096
726,826,Converted,Dealer 1, Home Automation,West,Small Business,22-09-2022,396.92
727,827,Not Converted,Dealer 1,Cabels ,East,Enterprise,16-07-2019,81.424
728,828,Converted,Dealer 2,Cabels ,Central,Wholesale,10-05-2019,23.12
729,829,Converted,Dealer 3,MCBs,East,Individual,30-09-2019,14.76
730,830,Not Converted,Dealer 5,Modular Switches,South,Small Business,25-05-2022,2.214
731,831,Not Converted,Dealer 3,Modular Switches,East,Retail,13-12-2019,563.92
732,832,Not Converted,Dealer 3,Electrical fans,Central,Small Business,17-12-2019,21.21
733,833,Converted,Dealer 4,MCBs,Central,Small Business,16-11-2019,4.788
734,834,Not Converted,Dealer 3, Home Automation,West,Enterprise,19-01-2022,772.47
735,835,Not Converted,Dealer 4,MCBs,West,Individual,21-01-2019,254.058
736,836,Converted,Dealer 2, Home Automation,South,Individual,20-08-2019,194.528
737,837,Not Converted,Dealer 4,Modular Switches,West,Wholesale,11-11-2019,183.84
738,838,Not Converted,Dealer 1,Electrical fans,North,Small Business,24-06-2019,72.64
739,839,Not Converted,Dealer 4,Electrical fans,West,Retail,14-02-2022,66.976
740,840,Not Converted,Dealer 3,Modular Switches,North,Enterprise,19-09-2022,39.92
741,841,Not Converted,Dealer 2,Cabels ,East,Small Business,24-06-2022,34.248
742,842,Converted,Dealer 4,MCBs,North,Retail,03-03-2022,10.44
743,843,Converted,Dealer 3,Electrical fans,South,Wholesale,18-10-2022,5.214
744,844,Not Converted,Dealer 4,Cabels ,Central,Enterprise,25-07-2022,1.8
745,845,Not Converted,Dealer 5, Home Automation,South,Individual,15-12-2019,842.72
746,846,Not Converted,Dealer 2,Electrical fans,South,Individual,25-09-2019,41.96
747,847,Not Converted,Dealer 1, Home Automation,South,Small Business,05-10-2022,25.584
748,848,Not Converted,Dealer 5,Cabels ,South,Enterprise,24-02-2022,5.553
749,849,Converted,Dealer 3, Home Automation,West,Retail,22-04-2019,799.56
750,850,Not Converted,Dealer 2,Cabels ,East,Wholesale,02-11-2019,197.97
751,851,Converted,Dealer 2, Home Automation,Central,Wholesale,09-01-2022,43.96
752,852,Not Converted,Dealer 3,MCBs,North,Individual,10-03-2022,575.944
753,853,Not Converted,Dealer 3,Electrical fans,North,Individual,02-02-2019,1563.056
754,854,Not Converted,Dealer 2,Electrical fans,East,Wholesale,08-11-2019,866.646
755,855,Converted,Dealer 2,Cabels ,South,Individual,05-10-2022,254.24
756,856,Not Converted,Dealer 4, Home Automation,South,Wholesale,10-11-2019,100.8
757,857,Converted,Dealer 2,Modular Switches,Central,Small Business,07-11-2019,47.968
758,858,Not Converted,Dealer 1,Electrical fans,North,Retail,04-01-2019,45.12
759,859,Not Converted,Dealer 1, Home Automation,South,Enterprise,21-04-2022,33.568
760,860,Converted,Dealer 1, Home Automation,West,Small Business,20-01-2022,302.384
761,861,Converted,Dealer 1,MCBs,Central,Enterprise,27-10-2022,146.352
762,862,Not Converted,Dealer 2,Modular Switches,West,Wholesale,27-10-2019,89.97
763,863,Not Converted,Dealer 4,Electrical fans,West,Retail,31-01-2019,18.72
764,864,Not Converted,Dealer 3,MCBs,East,Small Business,25-08-2022,7.9
765,865,Converted,Dealer 2,Modular Switches,East,Individual,25-01-2019,4.992
766,866,Converted,Dealer 6,Electrical fans,West,Enterprise,05-06-2019,845.488
767,867,Not Converted,Dealer 2,MCBs,East,Enterprise,28-12-2019,40
768,868,Converted,Dealer 1,Modular Switches,West,Individual,12-04-2022,81.96
769,869,Not Converted,Dealer 6,Electrical fans,South,Small Business,20-11-2022,70.56
770,870,Not Converted,Dealer 2,Modular Switches,East,Individual,12-05-2019,11.232
771,871,Not Converted,Dealer 4, Home Automation,West,Enterprise,04-09-2019,6.384
772,872,Converted,Dealer 4,Cabels ,Central,Individual,29-06-2019,302.376
773,873,Converted,Dealer 6,Cabels ,Central,Enterprise,01-04-2022,159.768
774,874,Converted,Dealer 3, Home Automation,East,Small Business,10-07-2022,38.376
775,875,Converted,Dealer 6,Modular Switches,Central,Retail,23-07-2022,487.43
776,876,Not Converted,Dealer 4, Home Automation,North,Small Business,28-05-2019,145.896
777,877,Converted,Dealer 6,Cabels ,North,Individual,14-04-2019,115.59
778,878,Not Converted,Dealer 1,Cabels ,Central,Individual,29-07-2019,2057.272
779,879,Converted,Dealer 1,Modular Switches,West,Small Business,23-01-2022,147.74
780,880,Converted,Dealer 3,Cabels ,Central,Retail,10-02-2022,93.808
781,881,Converted,Dealer 6, Home Automation,Central,Enterprise,11-09-2022,164.68
782,882,Not Converted,Dealer 6,Modular Switches,Central,Individual,27-06-2019,188.8
783,883,Converted,Dealer 6, Home Automation,West,Individual,09-11-2022,194.064
784,884,Converted,Dealer 5,Modular Switches,West,Small Business,08-12-2022,89.96
785,885,Not Converted,Dealer 3,Cabels ,North,Enterprise,17-05-2019,102.12
786,886,Not Converted,Dealer 4,Electrical fans,East,Enterprise,07-02-2019,168.8
787,887,Not Converted,Dealer 5,Modular Switches,North,Individual,10-06-2022,141.92
788,888,Not Converted,Dealer 5,Modular Switches,West,Enterprise,19-01-2022,184.776
789,889,Not Converted,Dealer 4,Electrical fans,West,Small Business,22-12-2022,240.846
790,890,Not Converted,Dealer 4,Cabels ,West,Retail,02-12-2019,394.976
791,891,Converted,Dealer 4, Home Automation,West,Wholesale,27-12-2022,132.984
792,892,Not Converted,Dealer 6,MCBs,West,Retail,30-12-2022,109.938
793,893,Converted,Dealer 3,Electrical fans,West,Small Business,03-10-2019,149.352
794,894,Not Converted,Dealer 4,MCBs,South,Retail,06-11-2022,311.784
795,895,Converted,Dealer 2,Cabels ,South,Wholesale,30-08-2022,131.86
796,896,Converted,Dealer 2,Modular Switches,Central,Retail,29-05-2019,100.72
797,897,Converted,Dealer 1,Modular Switches,South,Individual,10-10-2022,2967.93
798,898,Not Converted,Dealer 4,Cabels ,North,Small Business,05-03-2022,111.16
799,899,Not Converted,Dealer 3, Home Automation,Central,Enterprise,03-10-2019,117.976
800,900,Not Converted,Dealer 6, Home Automation,East,Individual,21-09-2022,154.982
801,901,Not Converted,Dealer 1,Cabels ,West,Individual,01-02-2019,156.94
802,902,Converted,Dealer 4,Cabels ,South,Wholesale,31-01-2022,284.97
803,903,Not Converted,Dealer 6,Cabels ,North,Retail,23-07-2019,470.91
804,904,Not Converted,Dealer 3,Cabels ,East,Small Business,14-10-2022,135.74
805,905,Not Converted,Dealer 3,Cabels ,West,Wholesale,19-08-2022,167.616
806,906,Converted,Dealer 1,Cabels ,West,Wholesale,05-06-2022,127.91
807,907,Not Converted,Dealer 1,Modular Switches,East,Retail,16-12-2022,114.128
808,908,Not Converted,Dealer 4,MCBs,East,Small Business,07-02-2019,145.784
809,909,Not Converted,Dealer 6, Home Automation,East,Individual,04-11-2019,224
810,910,Not Converted,Dealer 2,MCBs,North,Small Business,21-05-2022,437.136
811,911,Not Converted,Dealer 5,Modular Switches,Central,Wholesale,31-03-2022,2015.168
812,912,Not Converted,Dealer 3,Electrical fans,Central,Wholesale,27-01-2019,111.71
813,913,Not Converted,Dealer 3,MCBs,South,Enterprise,18-06-2019,116.28
814,914,Converted,Dealer 4,Electrical fans,West,Retail,26-11-2019,140.58
815,915,Converted,Dealer 2,Modular Switches,South,Enterprise,20-09-2019,162.35
816,916,Not Converted,Dealer 4, Home Automation,Central,Wholesale,03-10-2019,100.97
817,917,Converted,Dealer 3,Electrical fans,East,Individual,04-12-2019,107.26
818,918,Not Converted,Dealer 3,Modular Switches,West,Wholesale,21-08-2022,242.58
819,919,Converted,Dealer 6,Cabels ,Central,Small Business,04-03-2019,257.96
820,920,Not Converted,Dealer 2, Home Automation,West,Small Business,04-09-2022,291.8
821,921,Not Converted,Dealer 6,Cabels ,South,Individual,10-08-2019,936.229
822,922,Not Converted,Dealer 6, Home Automation,Central,Individual,06-06-2022,1248.2
823,923,Not Converted,Dealer 4, Home Automation,South,Enterprise,13-03-2019,118.882
824,924,Converted,Dealer 6,MCBs,West,Individual,16-11-2022,138.67
825,925,Not Converted,Dealer 1, Home Automation,North,Wholesale,12-09-2019,1666.7
826,926,Converted,Dealer 1,MCBs,East,Retail,04-12-2022,2399.2
827,927,Converted,Dealer 5,Electrical fans,South,Small Business,05-04-2019,256.46
828,928,Not Converted,Dealer 2, Home Automation,West,Small Business,10-07-2019,134.24
829,929,Converted,Dealer 6,Electrical fans,Central,Wholesale,15-05-2022,96.12
830,930,Not Converted,Dealer 3, Home Automation,South,Retail,31-07-2022,164.568
831,931,Converted,Dealer 3,MCBs,West,Individual,31-10-2019,840.336
832,932,Not Converted,Dealer 2,Cabels ,North,Enterprise,22-05-2022,631.558
833,933,Converted,Dealer 4, Home Automation,South,Retail,18-08-2019,110.692
834,934,Converted,Dealer 1,Modular Switches,West,Wholesale,09-07-2019,104.594
835,935,Not Converted,Dealer 1,Cabels ,South,Individual,02-12-2019,165.792
836,936,Converted,Dealer 4,MCBs,West,Individual,27-07-2022,938.43
837,937,Converted,Dealer 6,Modular Switches,East,Individual,22-05-2022,92.715
838,938,Not Converted,Dealer 2,Electrical fans,West,Retail,13-11-2022,126.144
839,939,Not Converted,Dealer 6,MCBs,West,Individual,07-12-2019,146.53
840,940,Not Converted,Dealer 5,Cabels ,West,Retail,24-12-2019,197.976
841,941,Not Converted,Dealer 2,Electrical fans,Central,Wholesale,21-06-2019,1259.86
842,942,Converted,Dealer 1,Electrical fans,West,Enterprise,19-05-2022,111.67
843,943,Not Converted,Dealer 1,MCBs,East,Retail,17-03-2019,118.704
844,944,Not Converted,Dealer 6,Cabels ,North,Wholesale,29-05-2022,261.968
845,945,Not Converted,Dealer 3,MCBs,East,Retail,03-11-2019,358.576
846,946,Not Converted,Dealer 5,Modular Switches,North,Wholesale,02-08-2019,115.23
847,947,Converted,Dealer 4,Modular Switches,Central,Enterprise,11-06-2022,131.992
848,948,Converted,Dealer 6, Home Automation,Central,Small Business,22-11-2022,529.788
849,949,Converted,Dealer 4,Electrical fans,Central,Enterprise,11-03-2022,106.96
850,950,Not Converted,Dealer 1, Home Automation,North,Small Business,25-07-2019,110.92
851,951,Converted,Dealer 6,Cabels ,East,Small Business,30-06-2019,301.576
852,952,Converted,Dealer 1,Modular Switches,South,Individual,02-05-2022,380.79
853,953,Not Converted,Dealer 2, Home Automation,Central,Retail,08-07-2022,911.536
854,954,Converted,Dealer 2,Modular Switches,North,Individual,22-11-2022,940.224
855,955,Converted,Dealer 3,Modular Switches,East,Wholesale,30-05-2022,128.648
856,956,Not Converted,Dealer 4,Modular Switches,Central,Wholesale,31-01-2022,214.776
857,957,Converted,Dealer 2,MCBs,West,Wholesale,23-11-2022,493.94
858,958,Not Converted,Dealer 4, Home Automation,East,Individual,28-02-2019,93.528
859,959,Converted,Dealer 5,Electrical fans,North,Enterprise,26-02-2019,185.352
860,960,Converted,Dealer 6, Home Automation,South,Individual,07-11-2022,1099.44
861,961,Not Converted,Dealer 2,Electrical fans,South,Individual,30-03-2019,253.384
862,962,Converted,Dealer 6, Home Automation,South,Enterprise,15-10-2019,112.976
863,963,Not Converted,Dealer 2, Home Automation,West,Enterprise,08-10-2022,153.97
864,964,Not Converted,Dealer 4,Modular Switches,East,Enterprise,05-06-2022,133.92
865,965,Not Converted,Dealer 2,Electrical fans,Central,Retail,12-07-2022,196.2
866,966,Not Converted,Dealer 2,Electrical fans,East,Individual,20-04-2022,669.84
867,967,Converted,Dealer 1,Electrical fans,South,Retail,15-05-2022,234.98
868,968,Converted,Dealer 3, Home Automation,West,Small Business,09-07-2022,112.84
869,969,Not Converted,Dealer 1,Electrical fans,South,Small Business,27-01-2022,123.96
870,970,Converted,Dealer 6, Home Automation,North,Individual,19-09-2019,139.768
871,971,Converted,Dealer 4,MCBs,East,Wholesale,24-09-2019,339.9
872,972,Converted,Dealer 4,Modular Switches,West,Enterprise,01-10-2022,116.992
873,973,Converted,Dealer 2,Cabels ,South,Retail,13-09-2019,130.36
874,974,Not Converted,Dealer 4,MCBs,West,Small Business,04-08-2019,121.616
875,975,Converted,Dealer 5,Electrical fans,North,Individual,20-09-2019,186.67
876,976,Not Converted,Dealer 5,Modular Switches,North,Wholesale,25-08-2022,197.984
877,977,Converted,Dealer 2,Modular Switches,East,Individual,03-09-2019,475.44
878,978,Converted,Dealer 2,Modular Switches,West,Wholesale,26-08-2022,85.68
879,979,Not Converted,Dealer 6,Modular Switches,South,Individual,25-08-2022,125.193
880,980,Not Converted,Dealer 2,Electrical fans,South,Enterprise,05-12-2019,128.376
881,981,Not Converted,Dealer 1,Modular Switches,Central,Enterprise,27-01-2022,136.464
882,982,Not Converted,Dealer 1,Cabels ,South,Wholesale,03-01-2019,168.264
883,983,Converted,Dealer 1,Cabels ,East,Individual,23-03-2022,104.06
884,984,Not Converted,Dealer 5,Modular Switches,North,Enterprise,06-12-2019,144.7
885,985,Not Converted,Dealer 4, Home Automation,South,Individual,04-05-2019,124.456
886,986,Converted,Dealer 6,Electrical fans,Central,Individual,18-05-2022,146.144
887,987,Converted,Dealer 2,Cabels ,East,Enterprise,30-05-2019,134.6
888,988,Not Converted,Dealer 6,Cabels ,East,Small Business,12-09-2019,136.86
889,989,Not Converted,Dealer 3,Cabels ,East,Small Business,26-04-2019,147.54
890,990,Not Converted,Dealer 5,MCBs,East,Individual,28-10-2019,238.96
891,991,Not Converted,Dealer 2,MCBs,East,Small Business,18-01-2019,421.36
892,992,Not Converted,Dealer 3,Cabels ,East,Retail,08-07-2022,696.504
893,993,Not Converted,Dealer 5, Home Automation,North,Enterprise,01-02-2019,128.624
894,994,Not Converted,Dealer 2,Electrical fans,North,Small Business,19-05-2019,129.93
895,995,Converted,Dealer 4,Electrical fans,Central,Small Business,01-05-2019,97.824
896,996,Not Converted,Dealer 3,Cabels ,South,Individual,21-05-2022,153.496
897,997,Not Converted,Dealer 6,Cabels ,West,Wholesale,17-06-2022,134.91
898,998,Converted,Dealer 2,Electrical fans,North,Small Business,17-07-2022,100.384
899,999,Converted,Dealer 4, Home Automation,West,Wholesale,20-08-2022,116.544
900,1000,Not Converted,Dealer 2,MCBs,Central,Enterprise,03-02-2022,129.896
901,1001,Not Converted,Dealer 4,MCBs,South,Wholesale,23-02-2019,225.84
902,1002,Not Converted,Dealer 2,Cabels ,North,Small Business,16-01-2022,235.846
903,1003,Not Converted,Dealer 2,Electrical fans,North,Retail,04-10-2022,305.764
904,1004,Converted,Dealer 5,MCBs,South,Retail,27-02-2019,479.99
905,1005,Not Converted,Dealer 6, Home Automation,South,Enterprise,16-08-2022,106
906,1006,Not Converted,Dealer 2,Cabels ,West,Small Business,19-11-2019,205.92
907,1007,Converted,Dealer 4,Modular Switches,West,Enterprise,27-07-2022,223.04
908,1008,Converted,Dealer 6,Cabels ,South,Individual,29-07-2022,234.168
909,1009,Not Converted,Dealer 1,Modular Switches,North,Individual,09-03-2022,167.96
910,1010,Not Converted,Dealer 4,Cabels ,East,Wholesale,01-07-2022,105.742
911,1011,Converted,Dealer 4,Electrical fans,Central,Enterprise,26-03-2019,127.56
912,1012,Not Converted,Dealer 1,Electrical fans,Central,Retail,24-09-2019,153.48
913,1013,Converted,Dealer 6,Electrical fans,West,Enterprise,17-05-2019,121.2
914,1014,Converted,Dealer 2,Electrical fans,South,Wholesale,06-12-2019,188.792
915,1015,Not Converted,Dealer 4, Home Automation,North,Small Business,29-11-2022,124.95
916,1016,Converted,Dealer 1, Home Automation,North,Enterprise,14-04-2019,720.58
917,1017,Converted,Dealer 2,Modular Switches,West,Wholesale,10-09-2022,95.468
918,1018,Converted,Dealer 6, Home Automation,West,Individual,14-03-2019,118.54
919,1019,Not Converted,Dealer 4,Cabels ,East,Retail,19-02-2019,160.78
920,1020,Not Converted,Dealer 2,Electrical fans,Central,Small Business,12-02-2022,156.12
921,1021,Converted,Dealer 5,MCBs,Central,Enterprise,15-09-2019,166.68
922,1022,Not Converted,Dealer 3,MCBs,Central,Enterprise,25-01-2019,234.352
923,1023,Converted,Dealer 1,MCBs,West,Retail,17-11-2022,111.976
924,1024,Converted,Dealer 2,Cabels ,East,Individual,08-02-2019,148.808
925,1025,Not Converted,Dealer 6,MCBs,South,Enterprise,19-09-2019,404
926,1026,Not Converted,Dealer 3,MCBs,West,Retail,09-08-2019,147.11
927,1027,Not Converted,Dealer 2,Modular Switches,East,Retail,01-09-2019,145.02
928,1028,Converted,Dealer 2,Cabels ,West,Small Business,04-07-2019,400.84
929,1029,Converted,Dealer 6,Cabels ,South,Retail,22-06-2019,133.22
930,1030,Converted,Dealer 3,MCBs,South,Retail,19-10-2019,247.184
931,1031,Not Converted,Dealer 3,Cabels ,East,Retail,23-12-2019,275.072
932,1032,Not Converted,Dealer 1,Modular Switches,North,Enterprise,09-02-2022,654.976
933,1033,Converted,Dealer 2,Modular Switches,South,Retail,18-06-2019,106.328
934,1034,Not Converted,Dealer 1,Electrical fans,South,Retail,22-04-2022,2704.97
935,1035,Not Converted,Dealer 5,Modular Switches,South,Retail,08-04-2019,126.28
936,1036,Not Converted,Dealer 1,Electrical fans,South,Retail,13-04-2019,87.43
937,1037,Not Converted,Dealer 6,MCBs,North,Individual,13-02-2022,95.32
938,1038,Converted,Dealer 4,Electrical fans,Central,Enterprise,09-09-2022,97.419
939,1039,Not Converted,Dealer 6,Electrical fans,Central,Retail,16-06-2019,225.95
940,1040,Converted,Dealer 3,MCBs,South,Wholesale,05-07-2019,115.12
941,1041,Converted,Dealer 6,Electrical fans,North,Wholesale,10-02-2019,145.7
942,1042,Converted,Dealer 3,Modular Switches,West,Wholesale,10-02-2022,456.704
943,1043,Not Converted,Dealer 5,MCBs,North,Small Business,26-07-2019,96.76
944,1044,Not Converted,Dealer 2,Cabels ,East,Individual,01-02-2019,110.776
945,1045,Converted,Dealer 2,Electrical fans,West,Wholesale,13-06-2019,225.45
946,1046,Not Converted,Dealer 6,Modular Switches,Central,Individual,08-10-2019,107.57
947,1047,Converted,Dealer 1,Cabels ,Central,Wholesale,20-02-2022,111.71
948,1048,Not Converted,Dealer 3,MCBs,North,Small Business,14-07-2022,109.98
949,1049,Converted,Dealer 2,MCBs,Central,Enterprise,26-10-2022,115.74
950,1050,Not Converted,Dealer 3,MCBs,North,Individual,27-03-2019,265.352
951,1051,Not Converted,Dealer 2,Modular Switches,North,Enterprise,12-02-2019,290.89
952,1052,Not Converted,Dealer 4,Cabels ,North,Small Business,08-11-2022,100.964
953,1053,Not Converted,Dealer 6,MCBs,North,Individual,20-10-2022,138.594
954,1054,Not Converted,Dealer 2,Modular Switches,North,Enterprise,18-04-2019,127.03
955,1055,Converted,Dealer 6, Home Automation,East,Small Business,20-06-2022,152.382
956,1056,Converted,Dealer 4,Modular Switches,East,Retail,09-03-2019,344.058
957,1057,Not Converted,Dealer 3, Home Automation,East,Individual,29-10-2022,120.56
958,1058,Converted,Dealer 6,Cabels ,North,Enterprise,20-09-2019,89.7
959,1059,Not Converted,Dealer 2,MCBs,Central,Small Business,25-02-2022,136.4
960,1060,Converted,Dealer 4,MCBs,West,Retail,08-12-2019,109.28
961,1061,Converted,Dealer 2,Electrical fans,East,Individual,14-06-2019,112.36
962,1062,Not Converted,Dealer 4,MCBs,South,Retail,26-05-2022,113.88
963,1063,Not Converted,Dealer 4,Cabels ,South,Wholesale,20-04-2019,163.94
964,1064,Not Converted,Dealer 2,Modular Switches,North,Individual,24-10-2019,178.34
965,1065,Converted,Dealer 6,Cabels ,West,Small Business,08-04-2019,107.76
966,1066,Converted,Dealer 3,MCBs,East,Small Business,03-04-2022,114.664
967,1067,Converted,Dealer 3,Modular Switches,North,Individual,28-05-2019,149.14
968,1068,Converted,Dealer 4,Cabels ,Central,Wholesale,26-04-2022,100.98
969,1069,Not Converted,Dealer 2,MCBs,West,Individual,04-07-2022,601
970,1070,Not Converted,Dealer 4,MCBs,Central,Enterprise,23-08-2019,104.43
971,1071,Converted,Dealer 3,MCBs,Central,Small Business,14-12-2019,133.97
972,1072,Converted,Dealer 4,Electrical fans,South,Retail,14-07-2019,104.904
973,1073,Converted,Dealer 5,Electrical fans,East,Small Business,19-05-2022,164.344
974,1074,Converted,Dealer 3,Electrical fans,North,Wholesale,07-02-2019,773.984
975,1075,Not Converted,Dealer 6,Modular Switches,Central,Individual,28-02-2019,256.704
976,1076,Not Converted,Dealer 4,Cabels ,Central,Small Business,28-11-2022,116.24
977,1077,Not Converted,Dealer 6,Modular Switches,North,Enterprise,07-04-2019,124.376
978,1078,Not Converted,Dealer 4,Modular Switches,West,Wholesale,26-01-2022,103.68
979,1079,Converted,Dealer 2,MCBs,North,Wholesale,03-07-2022,126.842
980,1080,Not Converted,Dealer 4, Home Automation,North,Retail,10-04-2019,123.372
981,1081,Converted,Dealer 4, Home Automation,East,Small Business,28-08-2019,151.96
982,1082,Not Converted,Dealer 1,MCBs,South,Individual,26-07-2022,2821.92
983,1083,Not Converted,Dealer 2, Home Automation,Central,Wholesale,11-04-2019,193.56
984,1084,Not Converted,Dealer 5,Modular Switches,South,Enterprise,03-04-2022,232.96
985,1085,Converted,Dealer 5,Cabels ,West,Enterprise,14-09-2022,260.16
986,1086,Not Converted,Dealer 6,Electrical fans,Central,Individual,28-11-2022,87.313
987,1087,Converted,Dealer 4,Modular Switches,South,Enterprise,10-12-2019,120.552
988,1088,Not Converted,Dealer 3,Modular Switches,West,Retail,27-10-2019,150.5
989,1089,Not Converted,Dealer 4,Cabels ,East,Individual,30-12-2019,188.94
990,1090,Converted,Dealer 1, Home Automation,West,Enterprise,17-06-2022,231.968
991,1091,Not Converted,Dealer 4,Cabels ,South,Retail,07-05-2022,454.744
992,1092,Converted,Dealer 1,Modular Switches,North,Enterprise,04-04-2022,462.944
993,1093,Not Converted,Dealer 4,MCBs,Central,Small Business,27-04-2022,171.99
994,1094,Not Converted,Dealer 6,MCBs,East,Individual,25-12-2019,114.08
995,1095,Converted,Dealer 4,Modular Switches,South,Enterprise,06-04-2019,157.992
996,1096,Not Converted,Dealer 6,MCBs,East,Enterprise,12-10-2019,101.77
997,1097,Not Converted,Dealer 3, Home Automation,West,Retail,07-01-2019,119.168
998,1098,Converted,Dealer 3,Cabels ,South,Small Business,29-03-2022,323.52
999,1099,Converted,Dealer 5,Electrical fans,North,Small Business,21-06-2019,611.97
1000,1100,Not Converted,Dealer 4,Cabels ,North,Retail,22-06-2019,935.97
1001,1101,Converted,Dealer 1, Home Automation,West,Wholesale,23-06-2019,564.97
1002,1102,Converted,Dealer 3,Electrical fans,South,Wholesale,24-06-2019,1433.93
1003,1103,Not Converted,Dealer 2,Modular Switches,South,Individual,25-06-2019,98.28
1004,1104,Converted,Dealer 5,MCBs,West,Small Business,26-06-2019,132.17
1005,1105,Converted,Dealer 1, Home Automation,North,Retail,27-06-2019,86.12
1006,1106,Converted,Dealer 5, Home Automation,South,Wholesale,28-06-2019,114.752
1007,1107,Converted,Dealer 5,Modular Switches,Central,Individual,29-06-2019,117.592
1008,1108,Converted,Dealer 3,Modular Switches,Central,Wholesale,30-06-2019,138.94
1009,1109,Not Converted,Dealer 2,MCBs,Central,Wholesale,01-07-2019,156.95
1010,1110,Converted,Dealer 3, Home Automation,Central,Enterprise,02-07-2019,725.86
1011,1111,Converted,Dealer 1,Modular Switches,West,Retail,03-07-2019,102.048
1012,1112,Converted,Dealer 2,Modular Switches,North,Small Business,04-07-2019,103.24
1013,1113,Converted,Dealer 5,MCBs,West,Enterprise,05-07-2019,105.892
1014,1114,Converted,Dealer 2,MCBs,South,Enterprise,06-07-2019,146.608
1015,1115,Converted,Dealer 3,Cabels ,Central,Small Business,07-07-2019,112.56
1016,1116,Converted,Dealer 3,Electrical fans,Central,Wholesale,08-07-2019,149.98
1017,1117,Not Converted,Dealer 4,Cabels ,Central,Wholesale,09-07-2019,129.75
1018,1118,Converted,Dealer 3,MCBs,South,Retail,10-07-2019,160.19
1019,1119,Not Converted,Dealer 2,Modular Switches,East,Wholesale,11-07-2019,172.12
1020,1120,Not Converted,Dealer 1,MCBs,West,Enterprise,12-07-2019,311.97
1021,1121,Converted,Dealer 4, Home Automation,North,Enterprise,13-07-2019,323.34
1022,1122,Converted,Dealer 3,Modular Switches,South,Enterprise,14-07-2019,326.98
1023,1123,Not Converted,Dealer 3,Cabels ,East,Small Business,15-07-2019,404.97
1024,1124,Not Converted,Dealer 2,Cabels ,East,Wholesale,16-07-2019,704.408
1025,1125,Not Converted,Dealer 4,Cabels ,North,Wholesale,17-07-2019,117.32
1026,1126,Converted,Dealer 3,Modular Switches,South,Wholesale,18-07-2019,131.16
1027,1127,Converted,Dealer 1,Electrical fans,East,Wholesale,19-07-2019,179.8
1028,1128,Not Converted,Dealer 1,Electrical fans,Central,Retail,20-07-2019,552.272
1029,1129,Converted,Dealer 3,Electrical fans,North,Retail,21-07-2019,1159.128
1030,1130,Converted,Dealer 1,MCBs,Central,Enterprise,22-07-2019,119.98
